"","Scleractinian_branching","Scleractinian_encrusting","Scleractinian_massive","Scleractinian_laminar","Scleractinian_solitary","Gorgonia","Black_coral","Hydroids","CCA","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others"
"20_TUARAR1_16",4,29.34,42.67,0,0,0,0,0,8,0,5.33,0,0,0,0
"20_TUARAR1_17",0,2.67,78.67,0,0,0,0,0,5.33,0,0,0,0,0,0
"20_TUARAR1_18",1.33,1.33,37.33,0,0,0,0,0,12,0,1.33,0,0,0,0
"20_TUARAR1_19",0,8,24,0,0,0,0,0,9.34,0,0,0,0,0,0
"20_TUARAR1_20",0,20,49.33,0,1.33,0,0,0,4,0,0,0,0,0,0
"20_TUARAR1_21",8,3.99,44,0,0,0,0,0,5.33,0,6.67,0,0,0,0
"20_TUARAR1_22",0,4,36,0,0,0,0,0,5.33,0,0,0,0,0,0
"20_TUARAR1_23",0,6.67,32,0,0,0,0,0,9.33,0,16,0,0,0,0
"20_TUARAR1_24",4,12,12,0,0,0,0,0,0,0,6.67,0,0,0,0
"20_TUARAR1_25",9.34,4,10.66,0,0,0,0,0,2.67,0,0,0,0,0,0
"20_TUARAR1_26",0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0
"20_TUARAR1_27",0,5.33,85.33,0,0,0,0,0,0,0,0,0,0,0,0
"20_TUARAR1_28",8,10.66,41.33,0,0,0,0,0,1.33,0,2.67,0,0,0,0
"20_TUARAR1_29",1.33,1.33,25.34,0,0,0,0,0,0,0,5.33,0,0,0,0
"20_TUARAR1_30",0,2.67,45.33,0,0,0,0,0,6.67,0,4,0,0,0,0
"20_TUARAR2_1",2.67,0,77.33,0,0,0,0,0,6.67,0,5.33,0,0,0,0
"20_TUARAR2_2",4,0,33.33,0,0,0,0,0,26.66,0,18.67,0,0,0,0
"20_TUARAR2_3",0,2.66,66.67,0,0,0,0,0,12,0,10.67,0,0,0,0
"20_TUARAR2_4",2.67,0,56,0,0,0,0,0,12,0,4,0,0,0,0
"20_TUARAR2_5",1.33,0,37.33,0,1.33,0,0,0,6.67,0,21.33,0,0,0,0
"20_TUARAR2_6",4,5.34,57.34,0,0,0,0,0,5.33,0,6.67,0,0,0,0
"20_TUARAR2_7",6.67,2.67,31.99,0,1.33,0,0,0,24,0,5.33,0,0,0,0
"20_TUARAR2_8",1.33,2.67,38.67,0,0,0,0,0,10.66,0,9.33,1.33,0,0,0
"20_TUARAR2_9",8,0,68,0,0,0,0,0,5.34,0,4,0,0,0,0
"20_TUARAR2_10",1.33,1.33,65.33,0,4,0,0,0,4,0,5.33,8,0,0,0
"20_TUARAR2_11",0,2.67,37.33,0,0,0,0,0,10.66,0,12,24,0,0,0
"20_TUARAR2_12",28,6.66,26.67,0,1.33,0,0,0,2.66,0,0,9.33,0,0,0
"20_TUARAR2_13",0,0,49.33,0,0,0,0,0,12,0,20,4,0,0,0
"20_TUARAR2_14",1.33,1.33,48,0,0,0,0,0,17.33,0,24,0,0,0,0
"20_TUARAR2_15",4,2.67,33.33,0,0,0,0,0,30.67,0,4,0,0,0,0
"20_TUARAR2_16",4,0,76,0,0,0,0,0,4,0,0,0,0,0,0
"20_TUARAR2_17",2.67,0,70.67,0,0,0,0,0,10.67,0,0,0,0,0,0
"20_TUARAR2_18",0,0,41.34,0,0,0,0,0,13.33,0,12,0,0,0,0
"20_TUARAR2_19",14.67,0,30.66,0,0,0,0,0,18.66,0,9.33,0,0,0,0
"20_TUARAR2_20",8,0,38.67,0,0,0,0,0,25.33,0,0,0,0,0,1.33
"20_TUARAR2_21",0,0,85.33,0,0,0,0,0,4,0,0,0,0,0,0
"20_TUARAR2_22",25.34,4,8,0,0,0,0,0,8,0,32,0,0,0,0
"20_TUARAR2_23",17.34,0,25.33,0,1.33,0,0,0,17.33,0,13.33,8,0,0,0
"20_TUARAR2_24",2.67,1.33,36,0,17.33,0,0,0,20,0,6.67,0,0,0,2.67
"20_TUARAR2_25",10.66,0,34.67,0,1.33,0,0,0,21.33,0,10.67,0,0,0,0
"20_TUARAR2_26",6.67,0,68,0,1.33,0,0,0,12,0,4,0,0,0,0
"20_TUARAR2_27",37.33,1.33,24,0,1.33,0,0,0,14.66,0,13.33,0,0,0,0
"20_TUARAR2_28",6.67,1.33,18.67,0,0,0,0,0,22.67,0,12,0,0,0,0
"20_TUARAR2_29",10.67,8,40,2.67,2.67,0,0,0,12,0,5.33,0,0,0,0
"20_TUARAR2_30",6.67,32,28,0,0,0,0,0,8,0,18.67,0,0,0,0
"20_TUATIK1_1",0,29.34,24,0,0,0,0,0,6.67,0,1.33,0,0,0,8
"20_TUATIK1_2",21.33,17.33,6.67,0,0,0,0,0,2.67,0,0,0,0,0,0
"20_TUATIK1_3",6.67,2.67,40,2.67,1.33,0,0,0,14.67,0,0,2.67,0,1.33,1.33
"20_TUATIK1_4",17.33,6.67,2.67,0,1.33,0,0,0,10.67,0,0,0,0,4,0
"20_TUATIK1_5",25.33,9.33,2.67,0,0,0,0,0,4,0,24,0,0,0,0
"20_TUATIK1_6",1.33,20,4,0,4,0,0,0,2.67,0,0,0,0,1.33,1.33
"20_TUATIK1_7",6.67,6.66,2.66,0,0,0,0,0,13.33,0,4,0,0,1.33,0
"20_TUATIK1_8",1.33,10.66,28,0,0,0,0,0,13.33,5.33,2.67,1.33,0,0,0
"20_TUATIK1_9",0,5.33,68,0,0,0,0,0,0,0,0,0,0,0,0
"20_TUATIK1_10",10.67,4,6.67,1.33,0,0,0,0,16,0,13.33,6.67,0,0,0
"20_TUATIK1_11",6.67,2.67,0,0,1.33,0,0,0,6.67,0,6.67,0,0,14.67,0
"20_TUATIK1_12",0,7.99,0,0,0,0,0,0,21.34,0,9.33,5.33,6.67,0,0
"20_TUATIK1_13",2.67,10.67,30.66,0,1.33,0,0,0,5.33,0,0,1.33,0,1.33,0
"20_TUATIK1_14",1.33,3.99,32,0,0,0,0,0,4,0,6.67,4,0,0,0
"20_TUATIK1_15",0,2.66,16,0,0,0,0,0,10.67,0,4,4,0,10.67,0
"20_TUATIK1_16",2.67,2.66,26.66,0,1.33,0,0,0,2.67,0,12,4,0,0,0
"20_TUATIK1_17",14.67,5.33,4,0,5.33,0,0,0,9.33,0,13.33,1.33,0,5.33,0
"20_TUATIK1_18",4,12,2.67,0,1.33,0,0,0,6.67,0,14.67,0,0,4,0
"20_TUATIK1_19",8,16,2.66,0,0,0,0,0,4,0,1.33,0,0,1.33,0
"20_TUATIK1_20",0,9.34,8,0,0,0,0,0,4,0,4,0,0,2.67,0
"20_TUATIK1_21",1.33,1.33,20,0,0,0,0,0,1.33,0,0,0,0,0,0
"20_TUATIK1_22",0,8,0,0,0,0,0,0,4,0,6.67,0,6.67,2.67,0
"20_TUATIK1_23",10.67,0,2.67,0,0,0,0,0,6.67,0,10.67,0,2.67,2.67,0
"20_TUATIK1_24",8,2.66,0,0,0,0,0,0,0,0,5.33,1.33,0,2.67,0
"20_TUATIK1_25",10.67,0,1.33,0,0,0,0,0,0,0,4,1.33,0,1.33,0
"20_TUATIK1_26",0,20,42.67,0,0,0,0,0,1.33,0,1.33,0,0,0,0
"20_TUATIK1_27",17.33,9.34,14.66,0,0,0,0,0,1.33,0,1.33,0,1.33,0,2.67
"20_TUATIK1_28",10.67,37.34,0,0,0,0,0,0,8,0,2.67,2.67,0,0,0
"20_TUATIK1_29",0,1.33,78.67,0,0,0,0,0,4,0,0,0,0,0,0
"20_TUATIK1_30",4,0,14.67,0,0,0,0,0,0,0,4,0,0,0,0
"20_TUATIK2_1",10.67,0,54.67,0,0,0,0,0,0,0,18.67,4,0,0,0
"20_TUATIK2_2",9.33,1.33,20,0,0,0,0,0,5.33,0,1.33,49.33,0,1.33,0
"20_TUATIK2_3",6.66,0,38.67,0,0,0,0,0,0,0,20,8,0,0,0
"20_TUATIK2_4",1.33,0,22.67,0,0,0,0,0,1.33,0,26.67,30.67,0,0,0
"20_TUATIK2_5",1.33,0,21.33,0,0,0,0,0,2.67,0,0,33.33,0,1.33,0
"20_TUATIK2_6",1.33,1.33,12,0,0,0,0,0,4,0,0,48,0,0,0
"20_TUATIK2_7",0,0,2.67,0,0,0,0,0,0,0,0,16,0,1.33,0
"20_TUATIK2_8",2.67,1.33,36.01,0,1.33,0,0,0,6.67,0,4,12,0,0,0
"20_TUATIK2_9",8,1.33,36,0,4,0,0,0,0,0,14.67,28,0,0,0
"20_TUATIK2_10",4,2.66,23.99,0,0,0,0,0,0,0,5.33,38.67,0,1.33,0
"20_TUATIK2_11",14.67,1.33,24.01,0,0,0,0,0,1.33,0,1.33,29.33,0,0,0
"20_TUATIK2_12",4,5.33,34.68,0,2.67,0,0,0,1.33,0,6.67,10.67,6.67,0,0
"20_TUATIK2_13",20,1.33,24.01,0,0,0,0,0,0,0,9.33,20,0,0,0
"20_TUATIK2_14",5.33,1.33,10.66,0,1.33,0,0,0,0,0,21.33,32,0,0,0
"20_TUATIK2_15",2.66,1.33,17.33,0,0,0,0,0,5.33,0,21.33,18.67,0,0,0
"20_TUATIK2_16",14.67,1.33,26.66,0,0,0,0,0,1.33,0,0,28,0,0,0
"20_TUATIK2_17",0,1.33,5.33,0,0,0,0,0,6.67,0,0,45.33,0,1.33,0
"20_TUATIK2_18",4,2.67,48.01,0,0,0,0,0,1.33,0,4,24,0,1.33,0
"20_TUATIK2_19",0,5.33,44,0,0,0,0,0,1.33,0,4,28,0,0,0
"20_TUATIK2_20",10.67,5.33,20,0,0,0,0,0,0,0,2.67,14.66,0,0,0
"20_TUATIK2_21",6.67,3.99,22.67,0,0,0,0,0,5.33,0,1.33,44,0,0,0
"20_TUATIK2_22",12,13.33,2.66,0,0,0,0,0,5.33,0,8,22.67,0,0,0
"20_TUATIK2_23",7.99,14.66,5.33,0,0,0,0,0,8,0,17.33,36,0,0,0
"20_TUATIK2_24",0,1.33,25.32,0,0,0,0,0,5.33,0,6.67,45.33,0,0,0
"20_TUATIK2_25",13.33,5.34,12,0,0,0,0,0,4,0,0,42.67,0,0,0
"20_TUATIK2_26",16,1.33,21.34,0,0,0,0,0,0,0,22.66,12,0,0,0
"20_TUATIK2_27",13.34,0,2.66,0,0,0,0,0,4,0,17.33,30.67,0,0,0
"20_TUATIK2_28",24,0,12,0,0,0,0,0,4,0,16,13.33,0,0,0
"20_TUATIK2_29",9.33,1.33,18.67,5.33,1.33,0,0,0,1.33,0,0,37.33,0,1.33,0
"20_TUATIK2_30",8,0,37.34,0,0,0,0,0,1.33,0,2.67,36,0,1.33,0
"40_GAMMAN1_1",5.33,0,88,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_GAMMAN1_2",2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40_GAMMAN1_3",0,2.67,0,0,0,0,0,0,6.67,0,1.33,0,2.67,0,0
"40_GAMMAN1_4",10.67,1.33,0,0,2.66,0,0,0,5.33,0,0,0,0,0,0
"40_GAMMAN1_5",12,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"40_GAMMAN1_6",14.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40_GAMMAN1_7",0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0
"40_GAMMAN1_8",4,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0
"40_GAMMAN1_9",0,0,1.33,0,0,0,0,0,5.33,0,0,0,0,0,0
"40_GAMMAN1_10",1.33,1.33,37.34,0,1.33,0,0,0,5.33,0,0,0,0,0,0
"40_GAMMAN1_11",13.33,0,2.67,0,1.33,0,0,0,2.67,0,0,0,0,0,0
"40_GAMMAN1_12",0,1.33,50.66,0,0,0,0,0,0,0,0,0,0,0,0
"40_GAMMAN1_13",8,1.33,20,0,1.33,0,0,0,2.67,0,0,0,0,0,0
"40_GAMMAN1_14",0,0,22.67,0,1.33,0,0,0,2.67,0,0,0,0,0,0
"40_GAMMAN1_15",0,0,0,0,2.67,0,0,0,6.67,0,0,0,0,0,0
"40_GAMMAN1_16",16,0,0,0,1.33,0,0,0,9.33,0,1.33,0,0,0,0
"40_GAMMAN1_17",2.67,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"40_GAMMAN1_18",0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0
"40_GAMMAN1_19",4,1.33,1.33,0,0,0,0,0,6.67,0,0,0,0,0,0
"40_GAMMAN1_20",1.33,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_GAMMAN1_21",64,2.66,4,0,0,0,0,0,1.33,0,0,0,0,0,1.33
"40_GAMMAN1_22",12,0,9.33,0,0,0,0,0,0,0,0,0,0,0,0
"40_GAMMAN1_23",28,1.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0
"40_GAMMAN1_24",17.34,0,5.34,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_GAMMAN1_25",20,1.33,0,0,1.33,0,0,0,0,0,0,0,0,0,0
"40_GAMMAN1_26",1.33,4,4,0,2.66,0,0,0,14.66,0,0,0,0,0,0
"40_GAMMAN1_27",6.67,1.33,26.66,0,2.67,0,0,0,1.33,0,0,0,0,0,0
"40_GAMMAN1_28",13.34,5.33,21.34,0,3.99,0,0,0,5.33,0,0,0,0,0,0
"40_GAMMAN1_29",8,0,1.33,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_GAMMAN1_30",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"40_GAMMAN2_1",4,0,0,0,26.67,0,0,0,5.33,0,0,4,0,1.33,0
"40_GAMMAN2_2",18.67,5.33,2.67,0,20,0,0,0,2.67,0,0,10.67,0,0,0
"40_GAMMAN2_3",29.33,1.33,0,0,18.66,0,0,0,1.33,0,0,4,0,0,0
"40_GAMMAN2_4",0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0
"40_GAMMAN2_5",4,0,0,0,0,0,0,0,2.67,0,0,2.67,0,0,0
"40_GAMMAN2_6",20,10.67,2.67,1.33,2.66,0,0,0,0,0,0,6.67,0,0,0
"40_GAMMAN2_7",0,5.33,0,0,21.33,0,0,0,2.67,0,0,8,0,0,0
"40_GAMMAN2_8",6.67,0,0,0,10.67,0,0,0,0,0,0,10.67,0,0,0
"40_GAMMAN2_9",22.67,5.34,10.66,0,10.67,0,0,0,0,0,0,4,2.67,0,0
"40_GAMMAN2_10",26.67,6.67,0,0,21.33,0,0,0,0,0,0,5.33,0,0,0
"40_GAMMAN2_11",30.66,5.34,2.67,0,22.67,0,0,0,5.33,0,0,13.33,0,0,0
"40_GAMMAN2_12",28,13.33,12,1.33,21.33,0,0,0,5.33,0,0,4,0,0,0
"40_GAMMAN2_13",14.67,2.67,1.33,0,29.34,0,0,0,4,0,0,4,0,0,0
"40_GAMMAN2_14",9.33,9.34,6.66,1.33,29.33,0,0,0,1.33,0,0,17.33,0,0,0
"40_GAMMAN2_15",34.66,9.33,15.99,1.33,9.33,0,0,0,2.67,0,0,0,0,0,0
"40_GAMMAN2_16",4,9.33,6.66,0,34.66,0,0,0,6.67,0,0,16,0,1.33,0
"40_GAMMAN2_17",24,2.66,4,0,33.34,0,0,0,4,0,0,1.33,2.67,0,0
"40_GAMMAN2_18",6.67,6.67,0,5.33,13.33,0,0,0,5.33,0,0,8,0,0,0
"40_GAMMAN2_19",8,13.34,2.66,0,26.68,0,0,0,8,0,0,9.33,0,0,0
"40_GAMMAN2_20",1.33,6.66,0,0,10.67,0,0,0,5.33,0,0,1.33,1.33,0,0
"40_GAMMAN2_21",13.33,14.66,4,0,9.33,0,0,0,2.67,0,0,1.33,0,0,0
"40_GAMMAN2_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_GAMMAN2_23",21.34,9.32,1.33,8,18.67,0,0,0,1.33,0,0,1.33,0,0,0
"40_GAMMAN2_24",17.34,12,5.33,0,5.33,0,0,0,4,0,0,2.67,0,0,0
"40_GAMMAN2_25",12,13.34,9.33,4,29.33,0,0,0,4,0,0,4,0,0,0
"40_GAMMAN2_26",12,11.99,9.33,0,30.66,0,0,0,6.67,0,0,6.67,0,0,0
"40_GAMMAN2_27",20,24,15.99,0,4,0,0,0,1.33,0,0,20,0,0,0
"40_GAMMAN2_28",13.33,17.33,2.66,5.33,9.33,0,0,0,4,0,0,6.67,0,0,0
"40_GAMMAN2_29",22.67,1.33,9.33,2.67,10.67,0,0,0,4,0,0,1.33,1.33,0,0
"40_GAMMAN2_30",8,5.34,0,0,9.34,0,0,0,2.67,0,0,26.67,0,0,0
"40_SOCBOR1_1",13.33,5.33,5.33,0,0,0,0,0,0,0,9.33,0,0,0,0
"40_SOCBOR1_2",2.67,5.33,4,0,0,0,0,0,2.67,0,0,0,0,0,0
"40_SOCBOR1_3",1.33,8,2.67,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_SOCBOR1_4",1.33,6.67,0,0,0,0,0,0,2.67,0,1.33,0,0,0,0
"40_SOCBOR1_5",0,0,0,0,2.67,0,0,0,0,0,1.33,0,0,0,0
"40_SOCBOR1_6",1.33,1.33,1.33,0,1.33,0,0,0,21.33,0,2.67,0,0,0,0
"40_SOCBOR1_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCBOR1_8",0,2.67,0,0,0,0,0,0,2.67,0,4,0,0,0,0
"40_SOCBOR1_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCBOR1_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCBOR1_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCBOR1_12",0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_SOCBOR1_13",0,0,0,0,1.33,0,0,0,4,0,0,0,0,0,0
"40_SOCBOR1_14",0,0,8,0,1.33,0,0,0,1.33,0,2.67,0,0,0,0
"40_SOCBOR1_15",0,0,0,0,0,0,0,0,6.67,0,4,0,0,0,0
"40_SOCBOR1_16",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"40_SOCBOR1_17",0,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0
"40_SOCBOR1_18",0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0
"40_SOCBOR1_19",5.34,20,2.67,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCBOR1_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCBOR1_21",0,0,0,0,1.33,0,0,0,0,0,2.67,0,0,0,0
"40_SOCBOR1_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCBOR1_23",5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCBOR1_24",8,2.67,8,0,1.33,0,0,0,6.67,0,0,0,0,0,0
"40_SOCBOR1_25",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCBOR1_26",4,1.33,42.67,0,0,0,0,0,0,0,2.67,0,0,0,0
"40_SOCBOR1_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCBOR1_28",0,4,0,0,1.33,0,0,0,0,0,0,0,0,0,0
"40_SOCBOR1_29",1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCBOR1_30",4,8,0,0,0,0,0,0,1.33,0,2.67,0,0,0,1.33
"40_SOCBOR2_1",42.67,13.32,9.34,0,1.33,0,0,0,1.33,0,0,0,0,2.67,0
"40_SOCBOR2_2",37.33,14.66,9.34,0,4,0,0,0,4,0,0,0,0,1.33,0
"40_SOCBOR2_3",14.67,10.67,0,2.67,4,0,0,0,4,0,1.33,0,0,1.33,0
"40_SOCBOR2_4",42.67,6.66,1.33,2.67,4,0,0,0,4,0,0,0,0,8,0
"40_SOCBOR2_5",29.33,13.33,5.34,1.33,2.67,0,0,0,4,0,5.33,0,0,6.67,0
"40_SOCBOR2_6",29.34,29.33,2.67,4,2.67,0,0,0,4,0,2.67,6.67,0,5.33,0
"40_SOCBOR2_7",30.67,34.67,5.33,2.67,0,0,0,0,2.67,0,4,0,0,0,0
"40_SOCBOR2_8",52,8,0,5.33,4,0,0,0,0,0,0,0,0,0,0
"40_SOCBOR2_9",10.66,5.34,5.33,0,4,0,0,0,4,0,0,0,0,0,0
"40_SOCBOR2_10",32,26.67,4,0,4,0,0,0,1.33,0,0,0,0,2.67,0
"40_SOCBOR2_11",49.34,8,1.33,0,2.67,0,0,0,5.33,0,9.34,0,0,13.33,0
"40_SOCBOR2_12",24,16,5.33,1.33,9.33,0,0,0,0,0,2.67,0,0,2.67,0
"40_SOCBOR2_13",50.66,14.66,0,2.66,2.66,0,0,0,2.67,0,5.33,0,0,6.67,0
"40_SOCBOR2_14",23.99,22.67,0,0,2.66,0,0,0,6.67,0,2.66,0,0,2.67,0
"40_SOCBOR2_15",14.67,30.67,5.33,2.66,4,0,0,0,2.67,0,1.33,0,0,2.67,0
"40_SOCBOR2_16",38.67,26.67,0,0,4,0,0,0,1.33,0,0,6.67,0,10.67,0
"40_SOCBOR2_17",37.32,21.34,5.33,9.34,1.33,0,0,0,0,0,4,1.33,0,4,0
"40_SOCBOR2_18",32,21.34,1.33,0,0,0,0,0,4,0,6.67,0,0,4,0
"40_SOCBOR2_19",2.67,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCBOR2_20",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"40_SOCBOR2_21",28,6.67,1.33,0,0,0,0,0,5.33,0,0,0,0,2.67,0
"40_SOCBOR2_22",24,9.32,1.33,0,6.67,0,0,0,4,0,0,0,0,0,0
"40_SOCBOR2_23",34.67,14.67,1.33,0,4,0,0,0,0,0,6.67,0,0,4,0
"40_SOCBOR2_24",46.66,13.34,2.67,0,5.33,0,0,0,5.33,0,0,0,0,0,0
"40_SOCBOR2_25",17.33,14.66,10.66,0,4,0,0,0,0,0,2.67,0,0,0,0
"40_SOCBOR2_26",17.33,20,0,0,19.99,0,0,0,2.67,0,0,0,0,0,0
"40_SOCBOR2_27",38.66,18.66,4,1.33,0,0,0,0,0,0,1.33,0,0,1.33,0
"40_SOCBOR2_28",16,19.99,0,0,5.33,0,0,0,0,0,0,0,0,0,0
"40_SOCBOR2_29",37.33,6.66,0,6.66,1.33,0,0,0,0,0,0,0,0,1.33,0
"40_SOCBOR2_30",41.33,13.33,1.33,1.33,5.33,0,0,0,4,0,0,0,0,8,0
"40_SOCMOO1_1",22.66,34.67,0,0,0,0,0,0,6.67,0,0,0,0,0,2.67
"40_SOCMOO1_2",0,4,1.33,1.33,0,0,0,0,34.67,0,0,0,0,0,0
"40_SOCMOO1_3",0,2.67,5.33,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCMOO1_4",1.33,5.33,0,0,0,0,0,0,8,0,0,0,0,0,0
"40_SOCMOO1_5",0,21.33,0,2.67,2.66,0,0,0,5.33,0,1.33,0,0,0,1.33
"40_SOCMOO1_6",16,21.33,4,0,0,0,0,0,6.67,0,2.67,0,0,0,0
"40_SOCMOO1_7",0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0
"40_SOCMOO1_8",4,1.33,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_SOCMOO1_9",6.67,9.33,5.33,0,0,0,0,0,8,0,1.33,0,0,0,0
"40_SOCMOO1_10",0,2.67,6.67,0,1.33,0,0,0,4,0,2.67,0,0,0,0
"40_SOCMOO1_11",24,14.66,6.66,0,0,0,0,0,2.67,0,0,0,0,0,0
"40_SOCMOO1_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO1_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO1_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO1_15",2.67,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0
"40_SOCMOO1_16",1.33,8,0,0,0,0,0,0,5.33,0,0,0,0,0,0
"40_SOCMOO1_17",5.33,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0
"40_SOCMOO1_18",16,5.33,2.67,1.33,0,0,0,0,6.67,0,1.33,0,0,0,0
"40_SOCMOO1_19",1.33,16,8,0,2.66,0,0,0,4,0,0,0,0,0,0
"40_SOCMOO1_20",0,1.33,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_SOCMOO1_21",26.67,34.66,8,1.33,0,0,0,0,9.33,0,0,0,0,0,0
"40_SOCMOO1_22",5.34,29.33,4,1.33,0,0,0,0,5.33,0,0,0,0,0,1.33
"40_SOCMOO1_23",1.33,14.66,0,1.33,1.33,0,0,0,25.33,0,0,0,0,0,0
"40_SOCMOO1_24",6.67,54.67,8,1.33,0,0,0,0,10.67,0,2.67,0,0,0,0
"40_SOCMOO1_25",6.67,20.01,2.66,32,2.67,0,0,0,9.33,0,1.33,0,0,0,0
"40_SOCMOO1_26",20,26.67,1.33,20,2.66,0,0,0,12,0,0,1.33,0,0,0
"40_SOCMOO1_27",16,22.67,0,1.33,0,0,0,0,9.33,0,0,0,4,0,10.67
"40_SOCMOO1_28",18.66,21.33,4,4,1.33,0,0,0,9.33,0,2.66,0,0,0,1.33
"40_SOCMOO1_29",13.33,17.32,2.67,5.33,1.33,0,0,0,12,0,0,0,0,0,0
"40_SOCMOO1_30",8,24,20,0,1.33,0,0,0,0,0,0,0,0,0,1.33
"40_SOCMOO2_1",1.33,0,4,0,0,0,0,0,0,0,1.33,0,0,0,0
"40_SOCMOO2_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO2_3",0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0
"40_SOCMOO2_4",0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCMOO2_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO2_6",0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0
"40_SOCMOO2_7",1.33,0,2.67,0,0,0,0,0,0,0,0,0,0,0,2.67
"40_SOCMOO2_8",4,1.33,1.33,0,0,0,0,0,9.33,0,0,0,0,0,0
"40_SOCMOO2_9",1.33,1.33,4,0,0,0,0,0,1.33,0,2.67,0,0,0,0
"40_SOCMOO2_10",0,2.66,1.33,2.67,2.67,0,0,0,1.33,0,4,0,0,0,0
"40_SOCMOO2_11",0,0,1.33,0,1.33,0,0,0,0,0,1.33,0,0,0,0
"40_SOCMOO2_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO2_13",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"40_SOCMOO2_14",0,0,1.33,4,0,0,0,0,13.33,0,0,0,0,0,0
"40_SOCMOO2_15",0,1.33,0,0,0,0,0,0,5.33,0,1.33,0,0,0,0
"40_SOCMOO2_16",0,0,0,1.33,0,0,0,0,8,0,0,0,0,0,0
"40_SOCMOO2_17",1.33,1.33,0,0,0,0,0,0,13.33,0,1.33,0,0,0,0
"40_SOCMOO2_18",0,0,2.67,0,2.67,0,0,0,2.67,0,2.67,0,0,0,0
"40_SOCMOO2_19",0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0
"40_SOCMOO2_20",0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0
"40_SOCMOO2_21",0,0,0,0,2.66,0,0,0,0,0,2.67,0,0,0,0
"40_SOCMOO2_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
